distance,event_type,orientation,length,width,depth,joint_number,comments,year,distance_raw,distance_aligned
53475.387,metal loss,134.5,2.7,3.4,25.0,14940,,2022,53475.387,53354.14803069947
54431.447,metal loss,311.0,1.9,3.0,17.0,15190,,2022,54431.447,54307.06649705875
54431.942,metal loss,314.0,3.1,1.0,11.0,15190,,2022,54431.942,54307.558314924674
54433.53,metal loss,318.5,7.0,1.7,10.0,15190,,2022,54433.53,54309.1361063814
54434.557,metal loss,318.0,3.9,1.3,21.0,15190,,2022,54434.557,54310.156504256745
54455.026,metal loss,147.0,9.0,4.8,14.0,15200,,2022,54455.026,54330.522110441365
54565.538,metal loss,175.5,2.4,1.9,22.0,15230,,2022,54565.538,54440.57669085126
54565.597,metal loss,148.0,1.5,1.3,22.0,15230,,2022,54565.597,54440.635388858514
54915.102,metal loss,329.0,4.8,1.6,11.0,15320,,2022,54915.102,54789.35943501697
55586.936,metal loss,44.5,5.4,4.0,21.0,15490,,2022,55586.936,55460.22734401832
55624.406,metal loss,44.5,9.7,2.1,13.0,15490,,2022,55624.406,55497.54720663995
56037.195,metal loss,84.0,7.0,1.7,16.0,15600,,2022,56037.195,55909.91334127952
56103.238,metal loss,184.5,9.9,3.5,13.0,15620,,2022,56103.238,55975.827059308074
56105.033,metal loss,182.5,7.1,2.2,16.0,15620,,2022,56105.033,55977.62689830763
56106.086,metal loss,183.0,11.5,2.4,12.0,15620,,2022,56106.086,55978.68273700764
56107.343,metal loss,181.5,4.1,1.9,20.0,15620,,2022,56107.343,55979.943125655234
56108.386,metal loss,182.0,3.4,1.0,13.0,15620,,2022,56108.386,55980.98893739704
56110.108,metal loss,182.5,3.3,2.7,26.0,15620,,2022,56110.108,55982.715579601616
56116.762,metal loss,176.0,5.2,1.7,11.0,15620,,2022,56116.762,55989.38751759772
56276.837,metal loss,80.5,5.0,4.2,16.0,15670,,2022,56276.837,56149.11665847108
56278.835,metal loss,80.5,6.1,3.2,16.0,15670,,2022,56278.835,56151.10581609108
56279.711,metal loss,79.5,8.2,3.0,16.0,15670,,2022,56279.711,56151.97793925181
56281.919,metal loss,80.5,14.1,3.9,14.0,15670,,2022,56281.919,56154.17616749253
56283.425,metal loss,77.5,11.2,3.0,17.0,15670,,2022,56283.425,56155.67550251542
56286.076,metal loss,83.0,10.3,2.8,15.0,15670,,2022,56286.076,56158.314770208424
56287.638,metal loss,79.5,5.6,2.9,13.0,15670,,2022,56287.638,56159.86985739683
56290.692,metal loss,77.0,8.6,3.6,12.0,15670,,2022,56290.692,56162.91034156675
56292.598,metal loss,73.0,7.9,1.7,16.0,15670,,2022,56292.598,56164.80790634338
56294.249,metal loss,68.0,7.9,1.9,10.0,15670,,2022,56294.249,56166.451599652006
56537.53,metal loss,166.5,4.6,3.5,17.0,15750,,2022,56537.53,56409.02803867795
56734.35,metal loss,145.5,2.4,1.7,14.0,15820,,2022,56734.35,56605.19154049325
56789.265,metal loss manufacturing anomaly,171.0,1.2,1.8,34.0,15830,,2022,56789.265,56660.09842900404
56840.801,metal loss,210.5,3.5,2.8,13.0,15850,,2022,56840.801,56711.81048240635
56938.071,metal loss,286.5,1.5,2.1,22.0,15880,,2022,56938.071,56809.12929675469
56939.511,metal loss,197.5,1.6,2.0,16.0,15890,,2022,56939.511,56810.56915782129
56986.398,metal loss,205.0,2.7,1.9,17.0,15900,,2022,56986.398,56857.491192551504
56988.665,metal loss,208.5,1.5,1.2,17.0,15900,,2022,56988.665,56859.74393398376
56993.173,metal loss,198.5,4.9,3.5,13.0,15900,,2022,56993.173,56864.22358037837
56995.581,metal loss,205.5,6.1,3.5,16.0,15900,,2022,56995.581,56866.61643497425
56995.925,metal loss,162.0,4.8,1.3,13.0,15900,,2022,56995.925,56866.958271345095
56996.316,metal loss,211.0,3.2,1.3,12.0,15900,,2022,56996.316,56867.3468121038
56997.94,metal loss,205.5,6.3,1.9,15.0,15900,,2022,56997.94,56868.96059776149
56998.671,metal loss,193.0,10.4,8.9,18.0,15900,,2022,56998.671,56869.68700004953
57000.033,metal loss,180.5,7.8,7.3,19.0,15900,,2022,57000.033,56871.040433587565
57001.493,metal loss,167.5,3.3,1.4,14.0,15900,,2022,57001.493,56872.491250742874
57002.717,metal loss,167.5,3.0,1.0,13.0,15900,,2022,57002.717,56873.707552248416
57003.212,metal loss,176.0,1.5,1.1,14.0,15900,,2022,57003.212,56874.19943888669
57003.973,metal loss,177.5,2.5,1.3,11.0,15900,,2022,57003.973,56874.95565248613
57014.35,metal loss,205.5,2.6,2.3,16.0,15900,,2022,57014.35,56885.26738510301
57017.877,metal loss,184.0,4.5,2.6,12.0,15900,,2022,57017.877,56888.772201614505
57019.678,metal loss,278.5,2.2,1.9,21.0,15910,,2022,57019.678,56890.56757581824
57019.882,metal loss,59.0,2.4,2.3,16.0,15910,,2022,57019.882,56890.77206585928
57022.726,metal loss,288.5,5.6,1.9,21.0,15910,,2022,57022.726,56893.62289760786
57023.507,metal loss,286.5,5.2,2.3,17.0,15910,,2022,57023.507,56894.40577369633
57024.757,metal loss,285.0,3.7,2.1,16.0,15910,,2022,57024.757,56895.65877639876
57025.344,metal loss,285.5,3.3,2.7,20.0,15910,,2022,57025.344,56896.24718646782
57026.027,metal loss,287.5,9.2,2.8,24.0,15910,,2022,57026.027,56896.931827144435
57027.169,metal loss,288.5,8.6,2.0,24.0,15910,,2022,57027.169,56898.07657041338
57028.776,metal loss,289.0,7.6,2.2,19.0,15910,,2022,57028.776,56899.68743068762
57030.092,metal loss,289.5,3.4,3.4,20.0,15910,,2022,57030.092,56901.00659193274
57030.719,metal loss,287.5,1.5,1.3,20.0,15910,,2022,57030.719,56901.635098088285
57031.299,metal loss,290.5,0.8,1.3,25.0,15910,,2022,57031.299,56902.21649134221
57033.533,metal loss,290.5,4.3,3.5,28.0,15910,,2022,57033.533,56904.455857772
57035.456,metal loss,285.5,4.1,3.1,28.0,15910,,2022,57035.456,56906.38347712942
57042.021,metal loss,301.0,5.3,3.2,26.0,15910,,2022,57042.021,56912.9642473226
57044.931,metal loss,298.5,2.4,1.5,18.0,15910,,2022,57044.931,56915.88123761385
57046.257,metal loss,301.0,2.1,2.0,17.0,15910,,2022,57046.257,56917.2104228806
57049.393,metal loss,305.5,2.8,1.5,15.0,15910,,2022,57049.393,56920.353956060455
57049.898,metal loss,156.0,2.9,1.8,13.0,15910,,2022,57049.898,56920.86016915224
57049.948,metal loss,299.0,2.0,3.3,19.0,15910,,2022,57049.948,56920.91028926033
57050.331,metal loss,302.5,3.0,2.8,17.0,15910,,2022,57050.331,56921.29420928836
57050.988,metal loss,304.5,7.3,3.8,23.0,15910,,2022,57050.988,56921.95278750876
57052.359,metal loss,300.5,2.4,2.9,21.0,15910,,2022,57052.359,56923.32708087279
57052.871,metal loss,300.5,3.7,2.2,15.0,15910,,2022,57052.871,56923.840310779706
57052.963,metal loss,180.0,13.4,3.4,12.0,15910,,2022,57052.963,56923.932531778606
57054.386,metal loss,307.5,1.3,1.3,16.0,15910,,2022,57054.386,56925.35895005505
57054.987,metal loss,307.5,1.5,1.3,14.0,15910,,2022,57054.987,56925.96139375438
57074.006,metal loss,301.0,6.0,3.0,13.0,15920,,2022,57074.006,56944.89438657407
57402.346,metal loss,313.0,2.7,5.9,14.0,16070,,2022,57402.346,57272.59865979381
